event_id,c_1_proc,c_2_proc,c_3_proc,c_4_proc,c_5_proc,c_6_proc,c_7_proc,c_8_proc,c_9_proc,c_10_proc,c_11_proc,c_12_proc,c_13_proc,c_14_proc,c_15_proc,c_16_proc,c_17_proc,c_18_proc,c_19_proc,c_20_proc,c_21_proc,c_22_proc,c_23_proc,c_24_proc,c_25_proc,c_26_proc,c_27_proc,c_28_proc,c_29_proc,c_30_proc,c_31_proc,c_32_proc,c_33_proc,c_34_proc,c_35_proc,c_36_proc,c_37_proc,c_38_proc,c_39_proc,c_40_proc,c_41_proc,c_42_proc,c_43_proc,c_44_proc,c_45_proc,c_46_proc,c_47_proc,c_48_proc,c_49_proc,c_50_proc,c_51_proc,c_52_proc,c_53_proc,c_54_proc,c_55_proc,c_56_proc,c_57_proc,c_58_proc,c_59_proc,c_60_proc,c_61_proc,c_62_proc,c_63_proc,c_64_proc,c_65_proc,c_66_proc,c_67_proc,c_68_proc,c_69_proc,c_70_proc,c_71_proc,c_72_proc,c_73_proc,c_74_proc,c_75_proc,c_76_proc,c_77_proc,c_78_proc,c_79_proc,c_80_proc,c_81_proc,c_82_proc,c_83_proc,c_84_proc,c_85_proc,c_86_proc,c_87_proc,c_88_proc,c_89_proc,c_90_proc,c_91_proc,c_92_proc,c_93_proc,c_94_proc,c_95_proc,c_96_proc,c_97_proc,c_98_proc,c_99_proc,c_100_proc,c_other_proc
3928440935,-0.84053034,-0.7284995,-0.7040981,-0.64679176,-0.6534807,-0.70980304,-0.66345966,-0.52934885,-0.5810787,-0.5750134,-0.49130186,-0.45737088,-0.5577822,-0.48952731,-0.49628708,-0.5214937,-0.48938966,-0.39611992,-0.484669,-0.39894828,-0.5596169,-0.38077083,-0.49430895,-0.40843186,-0.34880817,-0.35422713,-0.3893672,-0.40472984,-0.3266049,-0.40549284,-0.3240966,-0.25434518,-0.4080952,-0.4184537,-0.37736812,-0.31943122,-0.36313367,-0.22928952,-0.35508734,2.86609,-0.29187953,-0.27401444,-0.36626732,-0.39361396,-0.39122546,-0.29641527,-0.31201407,-0.35893065,-0.31010458,-0.2784236,-0.32692188,-0.5010805,-0.29724675,-0.29122856,-0.29477602,-0.304857,-0.29044437,-0.27844062,-0.30578712,-0.30372936,-0.23955676,-0.32306024,-0.33812356,-0.24885741,-0.24254863,-0.27184525,-0.24716103,-0.23311299,-0.25814608,-0.26372498,-0.2332243,-0.32258466,-0.2437168,-0.27820292,-0.25156558,-0.22201447,-0.26769412,-0.24972841,-0.35414118,-0.22815832,-0.19547816,-0.25626698,-0.25828752,-0.19160655,-0.3709122,-0.23819658,-0.20414864,-0.21256468,-0.30746657,-0.2445234,-0.22067358,-0.22345386,-0.24391226,-0.26618886,-0.23861212,-0.2120215,-0.25546026,-0.24749412,-0.21064454,-0.23817255,-0.8235735
2582345152,-0.02164939,-0.7284995,0.8508352,0.51896876,-0.6534807,-0.70980304,-0.66345966,-0.52934885,-0.5810787,-0.5750134,-0.49130186,-0.45737088,-0.5577822,-0.48952731,2.0883691,-0.5214937,-0.48938966,-0.39611992,-0.484669,-0.39894828,-0.5596169,-0.38077083,-0.49430895,-0.40843186,-0.34880817,-0.35422713,-0.3893672,-0.40472984,-0.3266049,-0.40549284,-0.3240966,-0.25434518,-0.4080952,-0.4184537,1.8748511,-0.31943122,-0.36313367,-0.22928952,-0.35508734,-0.37424338,-0.29187953,-0.27401444,-0.36626732,-0.39361396,-0.39122546,-0.29641527,-0.31201407,-0.35893065,-0.31010458,-0.2784236,-0.32692188,-0.5010805,-0.29724675,-0.29122856,-0.29477602,-0.304857,-0.29044437,-0.27844062,-0.30578712,-0.30372936,-0.23955676,-0.32306024,-0.33812356,-0.24885741,-0.24254863,2.9930127,-0.24716103,-0.23311299,-0.25814608,-0.26372498,-0.2332243,-0.32258466,-0.2437168,-0.27820292,-0.25156558,-0.22201447,-0.26769412,-0.24972841,-0.35414118,-0.22815832,-0.19547816,-0.25626698,-0.25828752,-0.19160655,-0.3709122,-0.23819658,-0.20414864,-0.21256468,-0.30746657,-0.2445234,-0.22067358,-0.22345386,-0.24391226,-0.26618886,-0.23861212,-0.2120215,-0.25546026,-0.24749412,-0.21064454,-0.23817255,-1.1452714
1212611096,-0.84053034,-0.7284995,-0.7040981,-0.64679176,-0.6534807,-0.70980304,-0.66345966,-0.52934885,-0.5810787,-0.5750134,-0.49130186,-0.45737088,-0.5577822,-0.48952731,-0.49628708,-0.5214937,-0.48938966,-0.39611992,-0.484669,-0.39894828,-0.5596169,-0.38077083,-0.49430895,-0.40843186,-0.34880817,-0.35422713,-0.3893672,-0.40472984,-0.3266049,-0.40549284,-0.3240966,-0.25434518,-0.4080952,-0.4184537,-0.37736812,-0.31943122,-0.36313367,-0.22928952,-0.35508734,-0.37424338,-0.29187953,-0.27401444,-0.36626732,-0.39361396,-0.39122546,-0.29641527,-0.31201407,-0.35893065,-0.31010458,-0.2784236,-0.32692188,-0.5010805,-0.29724675,-0.29122856,-0.29477602,-0.304857,-0.29044437,-0.27844062,-0.30578712,-0.30372936,-0.23955676,-0.32306024,-0.33812356,-0.24885741,-0.24254863,-0.27184525,-0.24716103,-0.23311299,-0.25814608,-0.26372498,-0.2332243,-0.32258466,-0.2437168,-0.27820292,-0.25156558,-0.22201447,-0.26769412,-0.24972841,-0.35414118,-0.22815832,-0.19547816,-0.25626698,-0.25828752,-0.19160655,-0.3709122,-0.23819658,-0.20414864,-0.21256468,-0.30746657,-0.2445234,-0.22067358,-0.22345386,-0.24391226,-0.26618886,-0.23861212,-0.2120215,-0.25546026,-0.24749412,-0.21064454,-0.23817255,-0.32444167
3689283674,-0.84053034,-0.7284995,-0.7040981,0.51896876,-0.6534807,-0.70980304,-0.66345966,-0.52934885,-0.5810787,-0.5750134,-0.49130186,-0.45737088,-0.5577822,-0.48952731,-0.49628708,-0.5214937,-0.48938966,-0.39611992,-0.484669,-0.39894828,-0.5596169,-0.38077083,-0.49430895,-0.40843186,-0.34880817,-0.35422713,-0.3893672,-0.40472984,-0.3266049,-0.40549284,-0.3240966,-0.25434518,-0.4080952,-0.4184537,-0.37736812,-0.31943122,-0.36313367,3.3421378,-0.35508734,-0.37424338,-0.29187953,-0.27401444,-0.36626732,1.3157096,-0.39122546,-0.29641527,-0.31201407,-0.35893065,-0.31010458,-0.2784236,-0.32692188,1.2536384,-0.29724675,-0.29122856,-0.29477602,3.8018491,-0.29044437,-0.27844062,-0.30578712,-0.30372936,-0.23955676,-0.32306024,-0.33812356,-0.24885741,-0.24254863,-0.27184525,-0.24716103,-0.23311299,-0.25814608,-0.26372498,-0.2332243,-0.32258466,-0.2437168,-0.27820292,-0.25156558,-0.22201447,-0.26769412,-0.24972841,-0.35414118,-0.22815832,-0.19547816,-0.25626698,-0.25828752,-0.19160655,-0.3709122,-0.23819658,-0.20414864,-0.21256468,-0.30746657,-0.2445234,-0.22067358,-0.22345386,-0.24391226,-0.26618886,-0.23861212,-0.2120215,-0.25546026,-0.24749412,-0.21064454,-0.23817255,-0.12165395
2584113432,-0.84053034,-0.7284995,0.8508352,-0.64679176,-0.6534807,3.117533,-0.66345966,2.1870792,0.72870845,-0.5750134,-0.49130186,-0.45737088,0.9159744,1.0514113,1.1344494,1.0500293,-0.48938966,-0.39611992,-0.484669,-0.39894828,-0.5596169,3.6564345,-0.49430895,-0.40843186,-0.34880817,1.788262,1.695704,-0.40472984,-0.3266049,-0.40549284,-0.3240966,-0.25434518,-0.4080952,-0.4184537,-0.37736812,-0.31943122,-0.36313367,-0.22928952,-0.35508734,-0.37424338,-0.29187953,5.0,-0.36626732,-0.39361396,-0.39122546,-0.29641527,-0.31201407,-0.35893065,-0.31010458,-0.2784236,-0.32692188,-0.5010805,-0.29724675,-0.29122856,3.935584,-0.304857,-0.29044437,-0.27844062,-0.30578712,2.4383414,-0.23955676,-0.32306024,-0.33812356,-0.24885741,-0.24254863,-0.27184525,-0.24716103,-0.23311299,-0.25814608,-0.26372498,-0.2332243,-0.32258466,-0.2437168,-0.27820292,-0.25156558,5.0,-0.26769412,-0.24972841,-0.35414118,-0.22815832,-0.19547816,-0.25626698,-0.25828752,-0.19160655,-0.3709122,-0.23819658,-0.20414864,-0.21256468,-0.30746657,-0.2445234,-0.22067358,5.0,-0.24391226,-0.26618886,-0.23861212,-0.2120215,-0.25546026,-0.24749412,-0.21064454,-0.23817255,2.0696485
3365728297,-0.84053034,-0.7284995,-0.7040981,-0.64679176,-0.6534807,-0.70980304,-0.66345966,-0.52934885,-0.5810787,-0.5750134,-0.49130186,-0.45737088,-0.5577822,-0.48952731,-0.49628708,-0.5214937,-0.48938966,-0.39611992,-0.484669,-0.39894828,-0.5596169,-0.38077083,-0.49430895,-0.40843186,-0.34880817,-0.35422713,-0.3893672,-0.40472984,-0.3266049,-0.40549284,-0.3240966,-0.25434518,-0.4080952,-0.4184537,-0.37736812,-0.31943122,-0.36313367,2.0240302,-0.35508734,-0.37424338,-0.29187953,-0.27401444,-0.36626732,-0.39361396,-0.39122546,-0.29641527,-0.31201407,-0.35893065,-0.31010458,-0.2784236,-0.32692188,-0.5010805,-0.29724675,-0.29122856,-0.29477602,-0.304857,-0.29044437,-0.27844062,-0.30578712,-0.30372936,-0.23955676,-0.32306024,-0.33812356,-0.24885741,-0.24254863,-0.27184525,-0.24716103,-0.23311299,-0.25814608,-0.26372498,2.515598,-0.32258466,-0.2437168,-0.27820292,-0.25156558,-0.22201447,-0.26769412,-0.24972841,-0.35414118,-0.22815832,-0.19547816,-0.25626698,-0.25828752,-0.19160655,-0.3709122,-0.23819658,-0.20414864,-0.21256468,-0.30746657,-0.2445234,-0.22067358,-0.22345386,-0.24391226,-0.26618886,-0.23861212,-0.2120215,-0.25546026,-0.24749412,3.1105149,-0.23817255,-0.21718514
1609864127,-0.84053034,-0.7284995,-0.7040981,1.6847292,-0.6534807,-0.70980304,-0.66345966,-0.52934885,-0.5810787,-0.5750134,-0.49130186,-0.45737088,-0.5577822,-0.48952731,-0.49628708,-0.5214937,-0.48938966,-0.39611992,-0.484669,-0.39894828,-0.5596169,-0.38077083,-0.49430895,-0.40843186,-0.34880817,-0.35422713,-0.3893672,-0.40472984,-0.3266049,-0.40549284,-0.3240966,-0.25434518,-0.4080952,-0.4184537,-0.37736812,-0.31943122,-0.36313367,4.27735,-0.35508734,-0.37424338,-0.29187953,-0.27401444,-0.36626732,-0.39361396,-0.39122546,-0.29641527,-0.31201407,-0.35893065,-0.31010458,-0.2784236,-0.32692188,-0.5010805,-0.29724675,-0.29122856,-0.29477602,-0.304857,-0.29044437,-0.27844062,-0.30578712,-0.30372936,-0.23955676,-0.32306024,-0.33812356,-0.24885741,-0.24254863,-0.27184525,-0.24716103,-0.23311299,-0.25814608,-0.26372498,-0.2332243,-0.32258466,-0.2437168,-0.27820292,-0.25156558,-0.22201447,-0.26769412,-0.24972841,-0.35414118,-0.22815832,-0.19547816,-0.25626698,-0.25828752,-0.19160655,-0.3709122,-0.23819658,-0.20414864,-0.21256468,-0.30746657,-0.2445234,-0.22067358,-0.22345386,-0.24391226,-0.26618886,-0.23861212,-0.2120215,-0.25546026,-0.24749412,-0.21064454,-0.23817255,0.13752934
2608543989,-0.02164939,1.1700654,0.27695557,0.51896876,-0.6534807,-0.70980304,1.2302083,-0.52934885,-0.5810787,-0.5750134,-0.49130186,-0.45737088,0.9159744,-0.48952731,1.1344494,1.0500293,1.1760596,-0.39611992,-0.484669,-0.39894828,1.5867978,-0.38077083,-0.49430895,-0.40843186,-0.34880817,-0.35422713,-0.3893672,1.6698723,-0.3266049,-0.40549284,-0.3240966,-0.25434518,-0.4080952,-0.4184537,-0.37736812,-0.31943122,-0.36313367,-0.22928952,-0.35508734,-0.37424338,-0.29187953,-0.27401444,-0.36626732,-0.39361396,-0.39122546,-0.29641527,-0.31201407,-0.35893065,-0.31010458,-0.2784236,2.227417,-0.5010805,-0.29724675,-0.29122856,-0.29477602,-0.304857,-0.29044437,-0.27844062,-0.30578712,-0.30372936,-0.23955676,-0.32306024,-0.33812356,4.4607134,-0.24254863,-0.27184525,-0.24716103,-0.23311299,-0.25814608,-0.26372498,-0.2332243,2.3888402,3.112278,-0.27820292,-0.25156558,-0.22201447,-0.26769412,-0.24972841,-0.35414118,-0.22815832,-0.19547816,-0.25626698,-0.25828752,-0.19160655,-0.3709122,-0.23819658,-0.20414864,-0.21256468,-0.30746657,-0.2445234,-0.22067358,-0.22345386,-0.24391226,-0.26618886,-0.23861212,-0.2120215,-0.25546026,-0.24749412,-0.21064454,-0.23817255,0.0914748
298169907,-0.02164939,0.22078294,0.8508352,0.51896876,-0.6534807,-0.70980304,0.5313117,-0.52934885,-0.5810787,-0.5750134,1.0368135,-0.45737088,-0.5577822,-0.48952731,1.1344494,-0.5214937,-0.48938966,-0.39611992,-0.484669,-0.39894828,-0.5596169,-0.38077083,-0.49430895,-0.40843186,-0.34880817,-0.35422713,-0.3893672,-0.40472984,-0.3266049,-0.40549284,-0.3240966,-0.25434518,-0.4080952,-0.4184537,-0.37736812,-0.31943122,-0.36313367,-0.22928952,-0.35508734,-0.37424338,-0.29187953,-0.27401444,-0.36626732,-0.39361396,-0.39122546,-0.29641527,-0.31201407,-0.35893065,-0.31010458,-0.2784236,-0.32692188,-0.5010805,-0.29724675,-0.29122856,-0.29477602,-0.304857,-0.29044437,-0.27844062,-0.30578712,-0.30372936,-0.23955676,-0.32306024,2.0226128,-0.24885741,2.9216628,-0.27184525,-0.24716103,-0.23311299,-0.25814608,-0.26372498,-0.2332243,-0.32258466,-0.2437168,-0.27820292,-0.25156558,-0.22201447,-0.26769412,-0.24972841,-0.35414118,3.3031,-0.19547816,-0.25626698,-0.25828752,-0.19160655,-0.3709122,-0.23819658,-0.20414864,-0.21256468,-0.30746657,-0.2445234,-0.22067358,-0.22345386,-0.24391226,-0.26618886,-0.23861212,-0.2120215,2.6859381,-0.24749412,-0.21064454,3.3952389,-0.64192355
1922719636,-0.02164939,-0.7284995,-0.7040981,0.51896876,-0.6534807,-0.70980304,-0.66345966,-0.52934885,-0.5810787,-0.5750134,-0.49130186,-0.45737088,-0.5577822,-0.48952731,-0.49628708,-0.5214937,-0.48938966,-0.39611992,-0.484669,-0.39894828,-0.5596169,-0.38077083,-0.49430895,-0.40843186,-0.34880817,-0.35422713,-0.3893672,-0.40472984,-0.3266049,-0.40549284,-0.3240966,-0.25434518,-0.4080952,-0.4184537,1.8748511,-0.31943122,-0.36313367,-0.22928952,-0.35508734,-0.37424338,-0.29187953,-0.27401444,-0.36626732,-0.39361396,-0.39122546,-0.29641527,-0.31201407,-0.35893065,-0.31010458,-0.2784236,-0.32692188,-0.5010805,-0.29724675,-0.29122856,-0.29477602,-0.304857,-0.29044437,-0.27844062,-0.30578712,-0.30372936,-0.23955676,-0.32306024,-0.33812356,-0.24885741,-0.24254863,-0.27184525,-0.24716103,-0.23311299,-0.25814608,-0.26372498,-0.2332243,-0.32258466,-0.2437168,-0.27820292,-0.25156558,-0.22201447,-0.26769412,-0.24972841,-0.35414118,-0.22815832,-0.19547816,-0.25626698,-0.25828752,-0.19160655,-0.3709122,-0.23819658,-0.20414864,-0.21256468,-0.30746657,-0.2445234,-0.22067358,-0.22345386,-0.24391226,2.9387178,-0.23861212,-0.2120215,-0.25546026,-0.24749412,-0.21064454,-0.23817255,-1.248312
